"trta","aesoc","aedecod","saffl","procedure","factor","measure","rowno","colno","cellpartno","unit","denominator"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","BLISTER","Y","count","quantity",2,235,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","BLISTER","Y","countdistinct","USUBJID",1,235,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ERYTHEMA","Y","count","quantity",22,240,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ERYTHEMA","Y","countdistinct","USUBJID",14,240,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","HYPERHIDROSIS","Y","count","quantity",10,241,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","HYPERHIDROSIS","Y","countdistinct","USUBJID",8,241,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS","Y","count","quantity",38,242,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS","Y","countdistinct","USUBJID",26,242,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS GENERALISED","Y","count","quantity",1,243,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS GENERALISED","Y","countdistinct","USUBJID",1,243,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH","Y","count","quantity",18,244,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH","Y","countdistinct","USUBJID",11,244,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH MACULO-PAPULAR","Y","count","quantity",3,246,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH MACULO-PAPULAR","Y","countdistinct","USUBJID",1,246,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH PAPULAR","Y","count","quantity",2,247,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH PAPULAR","Y","countdistinct","USUBJID",1,247,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH PRURITIC","Y","count","quantity",3,248,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH PRURITIC","Y","countdistinct","USUBJID",2,248,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN IRRITATION","Y","count","quantity",8,250,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN IRRITATION","Y","countdistinct","USUBJID",5,250,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN ODOUR ABNORMAL","Y","count","quantity",1,251,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN ODOUR ABNORMAL","Y","countdistinct","USUBJID",1,251,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","URTICARIA","Y","count","quantity",2,253,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","URTICARIA","Y","countdistinct","USUBJID",1,253,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SOCIAL CIRCUMSTANCES","_ALL_","Y","count","quantity",1,254,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SOCIAL CIRCUMSTANCES","_ALL_","Y","countdistinct","USUBJID",1,254,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SOCIAL CIRCUMSTANCES","ALCOHOL USE","Y","count","quantity",1,255,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SOCIAL CIRCUMSTANCES","ALCOHOL USE","Y","countdistinct","USUBJID",1,255,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SURGICAL AND MEDICAL PROCEDURES","_ALL_","Y","count","quantity",2,256,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SURGICAL AND MEDICAL PROCEDURES","_ALL_","Y","countdistinct","USUBJID",2,256,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SURGICAL AND MEDICAL PROCEDURES","ACROCHORDON EXCISION","Y","count","quantity",1,257,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SURGICAL AND MEDICAL PROCEDURES","ACROCHORDON EXCISION","Y","countdistinct","USUBJID",1,257,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SURGICAL AND MEDICAL PROCEDURES","SKIN LESION EXCISION","Y","count","quantity",1,260,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SURGICAL AND MEDICAL PROCEDURES","SKIN LESION EXCISION","Y","countdistinct","USUBJID",1,260,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","VASCULAR DISORDERS","_ALL_","Y","count","quantity",3,261,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","VASCULAR DISORDERS","_ALL_","Y","countdistinct","USUBJID",2,261,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","VASCULAR DISORDERS","HYPERTENSION","Y","count","quantity",2,263,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","VASCULAR DISORDERS","HYPERTENSION","Y","countdistinct","USUBJID",1,263,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","VASCULAR DISORDERS","WOUND HAEMORRHAGE","Y","count","quantity",1,266,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","VASCULAR DISORDERS","WOUND HAEMORRHAGE","Y","countdistinct","USUBJID",1,266,2,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","_ALL_","_ALL_","Y","count","quantity",435,1,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","_ALL_","_ALL_","Y","countdistinct","USUBJID",77,1,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","_ALL_","Y","count","quantity",30,2,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","_ALL_","Y","countdistinct","USUBJID",13,2,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","ATRIAL FIBRILLATION","Y","count","quantity",1,3,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","ATRIAL FIBRILLATION","Y","countdistinct","USUBJID",1,3,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","ATRIAL FLUTTER","Y","count","quantity",1,4,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","ATRIAL FLUTTER","Y","countdistinct","USUBJID",1,4,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","Y","count","quantity",1,6,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK FIRST DEGREE","Y","countdistinct","USUBJID",1,6,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","Y","count","quantity",1,10,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","BUNDLE BRANCH BLOCK RIGHT","Y","countdistinct","USUBJID",1,10,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","MYOCARDIAL INFARCTION","Y","count","quantity",4,13,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","MYOCARDIAL INFARCTION","Y","countdistinct","USUBJID",2,13,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","PALPITATIONS","Y","count","quantity",2,14,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","PALPITATIONS","Y","countdistinct","USUBJID",2,14,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","SINUS BRADYCARDIA","Y","count","quantity",10,16,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","SINUS BRADYCARDIA","Y","countdistinct","USUBJID",7,16,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","Y","count","quantity",2,17,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","Y","countdistinct","USUBJID",1,17,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","SUPRAVENTRICULAR TACHYCARDIA","Y","count","quantity",2,18,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","SUPRAVENTRICULAR TACHYCARDIA","Y","countdistinct","USUBJID",1,18,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","VENTRICULAR EXTRASYSTOLES","Y","count","quantity",4,20,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","VENTRICULAR EXTRASYSTOLES","Y","countdistinct","USUBJID",2,20,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","WOLFF-PARKINSON-WHITE SYNDROME","Y","count","quantity",2,22,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CARDIAC DISORDERS","WOLFF-PARKINSON-WHITE SYNDROME","Y","countdistinct","USUBJID",1,22,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","_ALL_","Y","count","quantity",1,23,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","_ALL_","Y","countdistinct","USUBJID",1,23,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","VENTRICULAR SEPTAL DEFECT","Y","count","quantity",1,24,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","VENTRICULAR SEPTAL DEFECT","Y","countdistinct","USUBJID",1,24,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","EAR AND LABYRINTH DISORDERS","_ALL_","Y","count","quantity",3,25,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","EAR AND LABYRINTH DISORDERS","_ALL_","Y","countdistinct","USUBJID",2,25,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","EAR AND LABYRINTH DISORDERS","CERUMEN IMPACTION","Y","count","quantity",1,26,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","EAR AND LABYRINTH DISORDERS","CERUMEN IMPACTION","Y","countdistinct","USUBJID",1,26,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","EAR AND LABYRINTH DISORDERS","TINNITUS","Y","count","quantity",1,28,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","EAR AND LABYRINTH DISORDERS","TINNITUS","Y","countdistinct","USUBJID",1,28,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","EAR AND LABYRINTH DISORDERS","VERTIGO","Y","count","quantity",1,29,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","EAR AND LABYRINTH DISORDERS","VERTIGO","Y","countdistinct","USUBJID",1,29,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","EYE DISORDERS","_ALL_","Y","count","quantity",2,30,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","EYE DISORDERS","_ALL_","Y","countdistinct","USUBJID",2,30,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","EYE DISORDERS","CONJUNCTIVAL HAEMORRHAGE","Y","count","quantity",1,31,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","EYE DISORDERS","CONJUNCTIVAL HAEMORRHAGE","Y","countdistinct","USUBJID",1,31,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","EYE DISORDERS","VISION BLURRED","Y","count","quantity",1,37,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","EYE DISORDERS","VISION BLURRED","Y","countdistinct","USUBJID",1,37,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","_ALL_","Y","count","quantity",24,38,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","_ALL_","Y","countdistinct","USUBJID",15,38,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","Y","count","quantity",3,40,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","Y","countdistinct","USUBJID",3,40,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","DIARRHOEA","Y","count","quantity",7,42,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","DIARRHOEA","Y","countdistinct","USUBJID",5,42,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","DYSPEPSIA","Y","count","quantity",2,43,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","DYSPEPSIA","Y","countdistinct","USUBJID",1,43,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","DYSPHAGIA","Y","count","quantity",1,44,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","DYSPHAGIA","Y","countdistinct","USUBJID",1,44,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","NAUSEA","Y","count","quantity",5,50,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","NAUSEA","Y","countdistinct","USUBJID",3,50,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","RECTAL HAEMORRHAGE","Y","count","quantity",2,51,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","RECTAL HAEMORRHAGE","Y","countdistinct","USUBJID",1,51,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","VOMITING","Y","count","quantity",4,54,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GASTROINTESTINAL DISORDERS","VOMITING","Y","countdistinct","USUBJID",3,54,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","_ALL_","Y","count","quantity",120,55,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","_ALL_","Y","countdistinct","USUBJID",47,55,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE BLEEDING","Y","count","quantity",1,56,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE BLEEDING","Y","countdistinct","USUBJID",1,56,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS","Y","count","quantity",15,57,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS","Y","countdistinct","USUBJID",9,57,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DESQUAMATION","Y","count","quantity",1,58,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DESQUAMATION","Y","countdistinct","USUBJID",1,58,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DISCOLOURATION","Y","count","quantity",1,60,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DISCOLOURATION","Y","countdistinct","USUBJID",1,60,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA","Y","count","quantity",20,61,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA","Y","countdistinct","USUBJID",12,61,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION","Y","count","quantity",18,63,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION","Y","countdistinct","USUBJID",9,63,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS","Y","count","quantity",33,66,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS","Y","countdistinct","USUBJID",22,66,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE SWELLING","Y","count","quantity",1,68,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE SWELLING","Y","countdistinct","USUBJID",1,68,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE URTICARIA","Y","count","quantity",2,69,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE URTICARIA","Y","countdistinct","USUBJID",2,69,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE VESICLES","Y","count","quantity",5,70,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE VESICLES","Y","countdistinct","USUBJID",4,70,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE WARMTH","Y","count","quantity",2,71,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE WARMTH","Y","countdistinct","USUBJID",1,71,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHILLS","Y","count","quantity",2,75,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHILLS","Y","countdistinct","USUBJID",1,75,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CYST","Y","count","quantity",1,76,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CYST","Y","countdistinct","USUBJID",1,76,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FATIGUE","Y","count","quantity",5,77,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FATIGUE","Y","countdistinct","USUBJID",5,77,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","INFLAMMATION","Y","count","quantity",1,80,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","INFLAMMATION","Y","countdistinct","USUBJID",1,80,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","MALAISE","Y","count","quantity",2,81,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","MALAISE","Y","countdistinct","USUBJID",1,81,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA","Y","count","quantity",2,82,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA","Y","countdistinct","USUBJID",2,82,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA PERIPHERAL","Y","count","quantity",1,83,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA PERIPHERAL","Y","countdistinct","USUBJID",1,83,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PAIN","Y","count","quantity",2,84,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PAIN","Y","countdistinct","USUBJID",1,84,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SECRETION DISCHARGE","Y","count","quantity",2,86,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SECRETION DISCHARGE","Y","countdistinct","USUBJID",1,86,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SUDDEN DEATH","Y","count","quantity",1,87,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SUDDEN DEATH","Y","countdistinct","USUBJID",1,87,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SWELLING","Y","count","quantity",1,88,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SWELLING","Y","countdistinct","USUBJID",1,88,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ULCER","Y","count","quantity",1,89,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ULCER","Y","countdistinct","USUBJID",1,89,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","IMMUNE SYSTEM DISORDERS","_ALL_","Y","count","quantity",2,92,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","IMMUNE SYSTEM DISORDERS","_ALL_","Y","countdistinct","USUBJID",1,92,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","IMMUNE SYSTEM DISORDERS","HYPERSENSITIVITY","Y","count","quantity",2,93,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","IMMUNE SYSTEM DISORDERS","HYPERSENSITIVITY","Y","countdistinct","USUBJID",1,93,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","_ALL_","Y","count","quantity",18,95,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","_ALL_","Y","countdistinct","USUBJID",10,95,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","CELLULITIS","Y","count","quantity",1,97,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","CELLULITIS","Y","countdistinct","USUBJID",1,97,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","INFLUENZA","Y","count","quantity",1,103,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","INFLUENZA","Y","countdistinct","USUBJID",1,103,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","LOCALISED INFECTION","Y","count","quantity",1,104,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","LOCALISED INFECTION","Y","countdistinct","USUBJID",1,104,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","NASOPHARYNGITIS","Y","count","quantity",9,106,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","NASOPHARYNGITIS","Y","countdistinct","USUBJID",4,106,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","ONYCHOMYCOSIS","Y","count","quantity",1,107,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","ONYCHOMYCOSIS","Y","countdistinct","USUBJID",1,107,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","PNEUMONIA","Y","count","quantity",2,108,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","PNEUMONIA","Y","countdistinct","USUBJID",1,108,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","UPPER RESPIRATORY TRACT INFECTION","Y","count","quantity",2,110,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","UPPER RESPIRATORY TRACT INFECTION","Y","countdistinct","USUBJID",1,110,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","VIRAL INFECTION","Y","count","quantity",1,113,3,1,"_NULL_","_NULL_"
"Xanomeline Low Dose","INFECTIONS AND INFESTATIONS","VIRAL INFECTION","Y","countdistinct","USUBJID",1,113,3,2,"_NULL_","_NULL_"
"Xanomeline Low Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","_ALL_","Y","count","quantity",12,114,3,1,"_NULL_","_NULL_"
